Age,Tenure,Balance,EstimatedSalary,Gender_Female,Gender_Male,Geography_France,Geography_Spain,Geography_Germany,CreditScoreBins,NumOfProducts,HasCrCard,IsActiveMember,Exited
-1.6266156064652664,-0.004221326898454964,-1.2257042068932176,1.5781192315140913,1.0,0.0,1.0,0.0,0.0,3.0,2,0,0,0
-0.2973490338212997,0.6873150615648229,-1.2257042068932176,-0.593590184514197,1.0,0.0,0.0,0.0,1.0,1.0,2,1,1,0
0.7039129851189897,-0.6957577153617328,1.0679680824984983,-0.6218330159578889,0.0,1.0,0.0,1.0,0.0,1.0,2,0,1,0
1.7205891434051162,-1.3872941038250106,0.8992787113591176,-1.6516419453707658,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,1
-1.78682210386767,1.3788514500281006,-1.2257042068932176,-1.4897933900526752,1.0,0.0,0.0,0.0,1.0,3.0,2,1,1,0
0.7039129851189897,0.34154686733318396,-1.2257042068932176,1.0187362931918453,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0
-1.78682210386767,0.34154686733318396,-1.2257042068932176,-0.7888017895929186,1.0,0.0,1.0,0.0,0.0,2.0,2,1,1,0
0.3323167346416166,1.0330832557964618,-1.2257042068932176,1.2308780533995576,0.0,1.0,1.0,0.0,0.0,2.0,2,1,1,0
-0.6527680667998615,1.0330832557964618,-1.2257042068932176,0.6687527060476983,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0,0
0.02960478236419162,-0.3499895211300939,-1.2257042068932176,0.3272437591699187,1.0,0.0,0.0,0.0,1.0,3.0,1,1,0,1
0.7917602865538808,-0.6957577153617328,-1.2257042068932176,-1.5926995374387845,0.0,1.0,1.0,0.0,0.0,1.0,2,0,1,0
0.02960478236419162,-0.004221326898454964,-1.2257042068932176,1.5217578837510446,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0
-1.6266156064652664,-0.6957577153617328,-1.2257042068932176,0.4245183444898911,0.0,1.0,1.0,0.0,0.0,3.0,2,0,1,0
-0.1854312910219342,-1.0415259095933718,0.966788881867456,1.216199827627795,0.0,1.0,0.0,1.0,0.0,4.0,1,1,1,0
0.6141348199849749,1.3788514500281006,-1.2257042068932176,-1.0720434552908875,0.0,1.0,1.0,0.0,0.0,3.0,2,0,0,0
0.5223390000411375,-0.6957577153617328,1.0394436108216327,0.001658101847649904,1.0,0.0,0.0,1.0,0.0,3.0,1,1,1,0
0.12403823095719851,-1.7330622980566495,-0.2690472585825493,-0.8103755927510037,0.0,1.0,1.0,0.0,0.0,3.0,2,1,1,0
0.1330214979965107,-0.6957577153617328,-1.2257042068932176,0.702029517624174,1.0,0.0,0.0,0.0,1.0,1.0,3,1,0,1
0.12403823095719851,0.6873150615648229,0.14142978919395438,0.9847817468535979,0.0,1.0,1.0,0.0,0.0,3.0,1,0,1,0
0.3323167346416166,1.3788514500281006,0.5388673211563766,-0.3163212085382387,0.0,1.0,0.0,1.0,0.0,3.0,2,0,0,0
0.12403823095719851,0.34154686733318396,-1.2257042068932176,-1.14198679545654,1.0,0.0,0.0,0.0,1.0,3.0,2,1,1,0
-1.0420855688444848,1.3788514500281006,-1.2257042068932176,0.7292169745157989,1.0,0.0,0.0,0.0,1.0,2.0,2,1,1,0
0.12403823095719851,-1.7330622980566495,0.9258990730321376,-1.2565229269921978,1.0,0.0,1.0,0.0,0.0,3.0,1,1,0,1
-0.7784623558097603,-0.6957577153617328,1.1021148227643995,0.2429744483960108,1.0,0.0,0.0,0.0,1.0,3.0,1,0,1,0
-0.530826412026727,0.6873150615648229,0.0009996732648205702,-0.02849014141088584,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0
-0.1854312910219342,0.6873150615648229,-1.2257042068932176,-1.030670860309487,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0
0.12403823095719851,0.34154686733318396,-0.09834224229686586,1.3558516132276592,0.0,1.0,0.0,1.0,0.0,1.0,2,0,1,0
0.2338844516954306,-0.3499895211300939,-1.2257042068932176,-0.5205212317748199,0.0,1.0,0.0,0.0,1.0,3.0,1,1,0,0
1.204711849205189,1.0330832557964618,0.7377360826739959,1.411899652103914,1.0,0.0,1.0,0.0,0.0,3.0,1,0,0,1
1.9231798558880489,-1.0415259095933718,0.6559601507911128,-0.10324647636242255,1.0,0.0,1.0,0.0,0.0,3.0,1,1,1,0
1.0445053518027854,-1.0415259095933718,0.8799151850180407,1.639111361125532,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1
0.12403823095719851,-0.004221326898454964,1.2731174263482765,1.0127131819508728,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,0
-0.6527680667998615,-0.3499895211300939,0.5277873624140866,0.4594512421633088,1.0,0.0,0.0,1.0,0.0,4.0,2,1,1,0
-1.3239036541878413,1.3788514500281006,0.5698460467222252,0.341060646303965,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1
0.1330214979965107,1.3788514500281006,0.983265314635962,0.30480218428376676,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1
0.02960478236419162,-1.0415259095933718,0.43115962890383397,-0.16020019003961933,0.0,1.0,0.0,1.0,0.0,3.0,1,0,1,0
-0.07649837998083087,-1.0415259095933718,0.4372145769248155,1.6344753632579345,1.0,0.0,0.0,1.0,0.0,4.0,2,1,0,0
0.6141348199849749,1.7246196442597397,0.6390378979560604,1.7033275122063263,0.0,1.0,0.0,1.0,0.0,2.0,2,1,0,0
-0.1854312910219342,-0.004221326898454964,1.1147865610613266,-0.23763303831150523,0.0,1.0,0.0,1.0,0.0,1.0,2,0,0,0
-0.530826412026727,-0.004221326898454964,-1.2257042068932176,0.2935945238223515,1.0,0.0,1.0,0.0,0.0,4.0,2,0,0,0
0.3323167346416166,1.0330832557964618,0.7864469728708431,1.1118618829704712,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1
0.4284327475629182,-1.3872941038250106,0.35270587380008933,-1.044547905531674,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,1
0.5223390000411375,-1.3872941038250106,0.780837364161483,0.23156388478760018,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0
0.7039129851189897,-0.004221326898454964,0.8233437915558649,-0.225757901259417,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0
-2.6983059576739445,-1.7330622980566495,-0.00958334513729755,-0.9471997743409397,0.0,1.0,0.0,1.0,0.0,2.0,1,0,0,0
2.23998523932682,-0.3499895211300939,-1.2257042068932176,-1.7117054496967716,1.0,0.0,0.0,0.0,1.0,3.0,1,1,0,1
1.204711849205189,-0.3499895211300939,-0.5737056604560584,-0.9270045650581988,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0
-0.2973490338212997,-0.004221326898454964,0.9674516826565406,-0.27092862755711133,0.0,1.0,0.0,1.0,0.0,4.0,1,0,0,0
-1.3239036541878413,1.3788514500281006,1.2153910993060881,0.45905760658079153,1.0,0.0,0.0,1.0,0.0,2.0,2,0,0,0
-0.530826412026727,-1.3872941038250106,-0.32693784355723604,1.3684411710432471,0.0,1.0,0.0,0.0,1.0,3.0,2,0,0,0
1.5797220088486288,1.0330832557964618,0.03559095158413578,-0.012061245727300572,0.0,1.0,0.0,0.0,1.0,2.0,1,1,1,0
-1.472456100662297,-0.3499895211300939,0.5237047915962132,-0.12607803561764983,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,0
-0.1854312910219342,0.34154686733318396,1.4958728167872237,-1.2576466313958237,1.0,0.0,0.0,1.0,0.0,4.0,2,1,1,0
-0.41241980038157033,-1.3872941038250106,0.402981941779091,0.17976916183675107,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0
0.5223390000411375,1.7246196442597397,0.7482756728812776,1.6792315898963,0.0,1.0,0.0,1.0,0.0,2.0,2,1,1,0
-0.2973490338212997,-0.004221326898454964,1.1896971523723572,0.2358472797570767,1.0,0.0,0.0,1.0,0.0,1.0,2,0,1,0
-2.3089884556293176,1.0330832557964618,0.35074343219875165,-1.4237831022333667,1.0,0.0,1.0,0.0,0.0,2.0,1,1,0,0
1.7205891434051162,-1.0415259095933718,0.9175884229059437,-1.246945098664403,0.0,1.0,0.0,1.0,0.0,2.0,4,1,0,1
-1.0420855688444848,0.34154686733318396,-1.2257042068932176,-1.1499269676219097,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0
-0.07649837998083087,-1.7330622980566495,1.3961277080956203,-0.9717185419410199,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0
-1.6266156064652664,-0.004221326898454964,1.3027596532243362,-0.7244225509783779,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0
-0.1854312910219342,1.3788514500281006,-1.2257042068932176,0.7905804846944906,0.0,1.0,1.0,0.0,0.0,3.0,2,0,1,0
-2.3089884556293176,-1.3872941038250106,1.6382841237597465,-1.351019634351977,1.0,0.0,1.0,0.0,0.0,2.0,2,1,0,0
1.5074238014826176,1.0330832557964618,-1.2257042068932176,0.6792921944492138,0.0,1.0,1.0,0.0,0.0,1.0,2,1,1,0
-0.6527680667998615,1.3788514500281006,-1.2257042068932176,0.8366247203413756,1.0,0.0,1.0,0.0,0.0,2.0,1,1,1,0
-0.530826412026727,-0.004221326898454964,0.012291324425481262,1.6369183727852978,0.0,1.0,0.0,0.0,1.0,4.0,1,0,1,0
0.3323167346416166,1.7246196442597397,0.7324051515691373,-0.031130142596814153,1.0,0.0,0.0,1.0,0.0,3.0,2,1,0,0
0.12403823095719851,-1.3872941038250106,0.32305643560016395,1.2400493799641343,1.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0
-0.6527680667998615,-1.0415259095933718,-1.2257042068932176,0.6322880374016764,1.0,0.0,1.0,0.0,0.0,4.0,1,1,0,1
-0.1854312910219342,-0.6957577153617328,-1.2257042068932176,-1.2878781570943003,1.0,0.0,1.0,0.0,0.0,3.0,2,0,0,0
-0.41241980038157033,-0.3499895211300939,0.221490227254992,1.0283073406946766,1.0,0.0,1.0,0.0,0.0,3.0,1,1,1,0
0.7917602865538808,-0.3499895211300939,-1.2257042068932176,-1.7071057900962885,1.0,0.0,1.0,0.0,0.0,3.0,2,1,0,0
2.754829075689626,1.7246196442597397,-1.2257042068932176,0.25356261964342025,1.0,0.0,0.0,0.0,1.0,1.0,2,1,1,0
-2.1274144705514675,-0.6957577153617328,0.7242669322091562,0.49641351904129394,0.0,1.0,0.0,0.0,1.0,4.0,1,1,0,1
-0.9081475997824081,1.3788514500281006,-1.2257042068932176,0.9002377257350003,0.0,1.0,1.0,0.0,0.0,2.0,2,1,0,0
0.12403823095719851,-0.3499895211300939,-1.2257042068932176,-0.11893643599225416,1.0,0.0,1.0,0.0,0.0,1.0,3,1,0,1
-1.1805646635320612,-0.6957577153617328,0.08232850306802593,0.9858153879923188,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0
0.6141348199849749,-0.004221326898454964,-1.2257042068932176,1.288585481851583,1.0,0.0,0.0,0.0,1.0,1.0,3,1,1,1
0.7039129851189897,0.6873150615648229,0.6753057289483461,0.8178786950605252,0.0,1.0,1.0,0.0,0.0,0.0,2,1,0,0
0.12403823095719851,1.7246196442597397,-1.2257042068932176,0.16556524607784504,1.0,0.0,1.0,0.0,0.0,3.0,2,1,0,0
-1.0420855688444848,1.0330832557964618,-1.2257042068932176,1.2552966734309405,0.0,1.0,1.0,0.0,0.0,4.0,2,1,1,0
0.4284327475629182,-0.3499895211300939,-1.2257042068932176,-0.24531971194361105,0.0,1.0,0.0,0.0,1.0,2.0,2,0,1,0
-0.2973490338212997,1.7246196442597397,1.599114776547159,0.36835033717196797,0.0,1.0,0.0,0.0,1.0,3.0,1,0,1,0
0.12403823095719851,1.3788514500281006,0.4221223978352537,-0.6171735460038784,0.0,1.0,0.0,0.0,1.0,4.0,1,0,1,0
-1.0420855688444848,1.0330832557964618,0.330121289465636,1.6897131804846621,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,0
-2.1274144705514675,1.0330832557964618,-1.2257042068932176,-0.007772287004007683,0.0,1.0,0.0,0.0,1.0,2.0,2,0,0,0
-0.41241980038157033,1.3788514500281006,-1.2257042068932176,-1.6266657328865852,0.0,1.0,1.0,0.0,0.0,3.0,2,0,0,0
0.2338844516954306,0.34154686733318396,-1.2257042068932176,1.0737343474025431,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1,0
0.6141348199849749,0.34154686733318396,-1.2257042068932176,1.166134388910036,1.0,0.0,1.0,0.0,0.0,1.0,2,0,0,0
-0.7784623558097603,1.3788514500281006,0.09916261750027433,-1.0105401557975562,0.0,1.0,1.0,0.0,0.0,2.0,1,1,0,0
-0.1854312910219342,0.6873150615648229,-1.2257042068932176,-0.6877408959335124,0.0,1.0,0.0,0.0,1.0,3.0,2,1,0,0
2.1785593888705956,-1.3872941038250106,-1.2257042068932176,1.3485777005818147,1.0,0.0,0.0,0.0,1.0,2.0,1,1,1,1
0.12403823095719851,-0.3499895211300939,0.49016252052190507,-1.2015530392851963,1.0,0.0,0.0,0.0,1.0,1.0,2,1,1,1
0.12403823095719851,-1.3872941038250106,0.19955177753891157,-1.5654583555493689,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,0
0.12403823095719851,-1.0415259095933718,0.3737169472670321,-1.0973729661424159,1.0,0.0,0.0,1.0,0.0,4.0,1,0,1,0
-0.530826412026727,-0.004221326898454964,1.179557550262163,-0.4908147853427755,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0
-0.2973490338212997,1.3788514500281006,0.26197411868248843,-0.011165829097457902,0.0,1.0,0.0,1.0,0.0,3.0,1,1,0,1
-0.9081475997824081,-0.6957577153617328,0.22516303462564835,-0.6434687158771826,0.0,1.0,0.0,1.0,0.0,2.0,1,0,1,0
0.1330214979965107,0.6873150615648229,0.5058965074355204,-1.266811177135437,0.0,1.0,0.0,1.0,0.0,3.0,2,1,0,0
0.4284327475629182,-1.0415259095933718,0.38063180559609616,-0.23115056964605787,0.0,1.0,1.0,0.0,0.0,3.0,1,0,0,0
-0.1854312910219342,1.3788514500281006,0.4760167876268148,-1.3404777118081672,0.0,1.0,0.0,0.0,1.0,2.0,1,0,1,0
-1.1805646635320612,1.3788514500281006,1.2497916781720642,0.021018400323302735,0.0,1.0,0.0,1.0,0.0,2.0,2,0,1,1
-0.9081475997824081,1.3788514500281006,0.8952469403115877,-0.45071507291420554,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0
-0.07649837998083087,0.34154686733318396,1.4643503574018963,0.270298043388833,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0,0
0.3323167346416166,-1.3872941038250106,-1.2257042068932176,-1.187961658048025,1.0,0.0,1.0,0.0,0.0,3.0,2,1,0,0
-0.7784623558097603,1.0330832557964618,0.50210703686988,1.7322978044615256,1.0,0.0,0.0,1.0,0.0,3.0,1,1,0,1
0.12403823095719851,-0.3499895211300939,1.7417364939249205,0.36064279946305033,0.0,1.0,0.0,1.0,0.0,2.0,2,1,0,0
-0.41241980038157033,1.0330832557964618,0.8484863125913268,-1.0772869455283236,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0,0
0.1330214979965107,0.34154686733318396,0.7004150778940252,0.0006760992990380514,0.0,1.0,0.0,0.0,1.0,2.0,1,0,0,0
0.1330214979965107,0.34154686733318396,-1.2257042068932176,0.7124702493954462,1.0,0.0,1.0,0.0,0.0,1.0,2,1,0,0
0.9619825031045347,1.7246196442597397,0.7996268691228448,1.7045480606998205,1.0,0.0,0.0,1.0,0.0,2.0,1,1,1,0
-1.1805646635320612,-0.6957577153617328,-1.2257042068932176,1.4527369096477836,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0
0.4284327475629182,1.3788514500281006,1.2197911286256968,0.17687827012716015,0.0,1.0,1.0,0.0,0.0,3.0,1,1,0,1
1.2825188127391454,-1.3872941038250106,-1.2257042068932176,-1.590121085279451,1.0,0.0,1.0,0.0,0.0,3.0,1,0,1,1
1.5797220088486288,-1.7330622980566495,1.1541486909985923,-0.9261560926011828,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,1
0.3323167346416166,0.6873150615648229,-1.2257042068932176,1.239442756930829,1.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0
-1.78682210386767,1.3788514500281006,0.4060913043783689,1.1677673506551784,0.0,1.0,1.0,0.0,0.0,4.0,1,1,0,0
-0.41241980038157033,-0.6957577153617328,-1.2257042068932176,0.41961302616411433,1.0,0.0,1.0,0.0,0.0,4.0,2,1,1,0
0.12403823095719851,1.3788514500281006,0.8713877144209493,0.25807378078475973,1.0,0.0,0.0,1.0,0.0,4.0,1,1,1,0
0.02960478236419162,1.3788514500281006,0.7385141043932913,-1.1211517544849017,0.0,1.0,1.0,0.0,0.0,2.0,1,1,1,0
-1.6266156064652664,-1.3872941038250106,-1.2257042068932176,-1.4540991274429313,0.0,1.0,1.0,0.0,0.0,2.0,2,0,1,0
0.1330214979965107,0.6873150615648229,0.7746923547180001,0.42282818040082315,0.0,1.0,0.0,1.0,0.0,4.0,2,1,1,0
1.1253939768027308,-0.004221326898454964,1.0962627533215077,-1.1327600052211049,1.0,0.0,0.0,1.0,0.0,1.0,2,1,1,0
-0.41241980038157033,-0.004221326898454964,-0.20547927845416417,1.1769463273812528,1.0,0.0,0.0,1.0,0.0,3.0,1,0,1,0
0.2338844516954306,-1.0415259095933718,0.9130638780609195,-0.1204330857688922,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,0
0.9619825031045347,-1.0415259095933718,2.1899986352350673,-0.43346534967538014,1.0,0.0,0.0,0.0,1.0,1.0,1,1,0,1
-0.2973490338212997,-1.3872941038250106,0.8494000674509403,-1.5909073132406448,1.0,0.0,0.0,0.0,1.0,3.0,2,0,1,1
0.6141348199849749,1.7246196442597397,0.9769880975882734,1.55527497994547,0.0,1.0,0.0,1.0,0.0,4.0,1,1,0,0
-0.41241980038157033,0.6873150615648229,-1.2257042068932176,1.3967660678557323,0.0,1.0,1.0,0.0,0.0,1.0,2,1,1,0
0.5223390000411375,-0.004221326898454964,0.7910936294666608,1.6208999778129858,1.0,0.0,1.0,0.0,0.0,2.0,1,1,1,0
1.2825188127391454,-1.0415259095933718,-1.2257042068932176,1.0263692418261607,0.0,1.0,0.0,0.0,1.0,4.0,1,1,0,1
-0.7784623558097603,-0.004221326898454964,-0.5700258020131778,0.45417228299529244,1.0,0.0,1.0,0.0,0.0,2.0,1,1,0,1
-2.3089884556293176,-0.004221326898454964,0.5876588179288791,-0.7989300818139332,1.0,0.0,0.0,0.0,1.0,3.0,1,1,1,0
-1.0420855688444848,1.0330832557964618,0.990526957517149,0.7125681366891553,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0,0
-0.07649837998083087,-0.004221326898454964,0.48846241085763975,-1.3143852712145516,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0
0.6141348199849749,1.3788514500281006,0.7082387232818176,-0.43911447233950024,0.0,1.0,1.0,0.0,0.0,2.0,1,1,0,0
-0.6527680667998615,-1.7330622980566495,-1.2257042068932176,-1.7249930847490234,0.0,1.0,1.0,0.0,0.0,3.0,2,0,1,0
-0.6527680667998615,0.6873150615648229,-1.2257042068932176,-0.18380059052536396,1.0,0.0,0.0,0.0,1.0,4.0,2,1,0,0
0.9619825031045347,1.3788514500281006,-1.2257042068932176,0.8658718093489454,1.0,0.0,1.0,0.0,0.0,3.0,1,1,0,1
0.4284327475629182,1.0330832557964618,-1.2257042068932176,1.40325444800961,0.0,1.0,0.0,0.0,1.0,2.0,2,1,0,0
-0.07649837998083087,-1.0415259095933718,0.8192604194797843,-0.025138501338365933,0.0,1.0,1.0,0.0,0.0,3.0,1,1,0,0
0.5223390000411375,0.34154686733318396,-1.2257042068932176,0.15560195393095083,1.0,0.0,1.0,0.0,0.0,1.0,2,1,1,0
1.650762792138394,0.6873150615648229,-1.2257042068932176,-1.4283356437937162,0.0,1.0,0.0,0.0,1.0,2.0,1,1,0,1
-0.530826412026727,0.6873150615648229,-1.2257042068932176,-0.2972364897438094,1.0,0.0,1.0,0.0,0.0,4.0,2,0,0,0
-1.1805646635320612,-1.0415259095933718,-1.2257042068932176,-0.13952354218444454,1.0,0.0,0.0,0.0,1.0,1.0,2,1,1,0
2.6458961646485264,0.34154686733318396,0.33289123908829826,0.08045876422186074,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0
-0.530826412026727,-0.3499895211300939,0.7493443910781845,0.21899466944690382,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0
-2.1274144705514675,0.34154686733318396,0.39380288800781743,-0.2676253225958725,1.0,0.0,0.0,0.0,1.0,2.0,1,0,1,0
-0.9081475997824081,-1.0415259095933718,-1.2257042068932176,-0.28893693385535496,0.0,1.0,1.0,0.0,0.0,2.0,2,1,0,0
1.0445053518027854,0.6873150615648229,0.505131466099183,-0.920922165065619,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
-0.1854312910219342,-1.0415259095933718,-1.2257042068932176,0.1197204362318205,1.0,0.0,0.0,0.0,1.0,2.0,2,1,1,0
-1.0420855688444848,-1.7330622980566495,0.9169065521715252,-0.7738751074397879,0.0,1.0,0.0,0.0,1.0,2.0,1,1,0,1
-0.7784623558097603,1.3788514500281006,0.7804820862723628,0.6916852822081563,0.0,1.0,0.0,1.0,0.0,1.0,2,1,1,0
-1.78682210386767,0.6873150615648229,0.5856877227389026,1.0851304800244923,1.0,0.0,0.0,1.0,0.0,2.0,1,1,0,1
0.3323167346416166,1.3788514500281006,0.5212506979588717,1.676218121735439,1.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0
0.1330214979965107,-1.0415259095933718,-1.2257042068932176,-1.0322645280433003,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0,1
-1.78682210386767,1.3788514500281006,-0.29736949268789037,-0.8164419969513611,0.0,1.0,0.0,1.0,0.0,2.0,2,0,0,0
-1.0420855688444848,-0.3499895211300939,0.8594002506330628,1.1114611188283767,1.0,0.0,1.0,0.0,0.0,3.0,1,1,0,0
-1.3239036541878413,-0.004221326898454964,0.30993102490625934,0.9720033691428622,0.0,1.0,0.0,1.0,0.0,1.0,2,1,0,0
0.6141348199849749,1.7246196442597397,0.851294402104657,-1.6451213997651368,0.0,1.0,0.0,1.0,0.0,3.0,1,1,0,1
-0.9081475997824081,-0.3499895211300939,1.48995360190656,0.21029330621251413,0.0,1.0,1.0,0.0,0.0,3.0,1,1,0,0
0.2338844516954306,-0.004221326898454964,-1.2257042068932176,0.8061490849441997,0.0,1.0,1.0,0.0,0.0,3.0,2,1,1,0
-0.2973490338212997,0.6873150615648229,0.9195558323081665,-1.2658576888251345,1.0,0.0,0.0,0.0,1.0,3.0,1,1,1,0
-0.9081475997824081,-1.7330622980566495,-1.2257042068932176,0.5296242610411984,1.0,0.0,1.0,0.0,0.0,3.0,2,1,1,0
-0.1854312910219342,-0.004221326898454964,1.8267607265802284,1.3780692470226974,0.0,1.0,0.0,1.0,0.0,1.0,2,0,0,0
0.2338844516954306,1.0330832557964618,0.408752282884837,-0.09246166119106129,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0
1.5074238014826176,-0.6957577153617328,1.364103500820877,-1.5997741981510751,1.0,0.0,0.0,1.0,0.0,4.0,1,1,0,1
0.7039129851189897,-1.0415259095933718,0.734353010271102,-1.4015367803327123,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0
2.1785593888705956,-1.0415259095933718,-1.2257042068932176,-0.904465624480258,0.0,1.0,1.0,0.0,0.0,3.0,2,1,1,0
0.7039129851189897,-1.3872941038250106,1.372782889974074,1.294254425388674,1.0,0.0,0.0,1.0,0.0,4.0,2,1,0,0
0.4284327475629182,-1.0415259095933718,-1.2257042068932176,-0.7758182484601999,0.0,1.0,1.0,0.0,0.0,1.0,2,1,1,0
1.1253939768027308,-0.3499895211300939,-1.2257042068932176,-1.5916716339211865,1.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1
-0.6527680667998615,1.0330832557964618,-1.2257042068932176,-0.07363078866450982,0.0,1.0,1.0,0.0,0.0,3.0,2,1,0,0
0.1330214979965107,-1.3872941038250106,0.36095803207714966,1.6491963603871616,1.0,0.0,1.0,0.0,0.0,2.0,1,1,0,0
-0.07649837998083087,-1.7330622980566495,-1.2257042068932176,0.5464589630187744,1.0,0.0,0.0,0.0,1.0,3.0,1,0,1,0
-0.9081475997824081,-0.004221326898454964,-1.2257042068932176,1.6694120860121011,0.0,1.0,0.0,0.0,1.0,1.0,2,0,1,0
-0.41241980038157033,0.6873150615648229,0.5593096615477724,0.8427817094085577,1.0,0.0,0.0,1.0,0.0,2.0,2,1,0,0
0.3323167346416166,1.0330832557964618,-0.32485200819197313,-0.12361016306541933,1.0,0.0,1.0,0.0,0.0,2.0,2,0,0,1
-0.1854312910219342,-0.6957577153617328,0.12566214943563236,-1.432957036807545,1.0,0.0,1.0,0.0,0.0,3.0,2,1,0,0
0.2338844516954306,-1.3872941038250106,-1.2257042068932176,0.2591381964367783,0.0,1.0,1.0,0.0,0.0,3.0,2,0,0,0
-0.6527680667998615,1.0330832557964618,0.2648426230646494,-0.22836851887050214,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0
-1.0420855688444848,1.3788514500281006,-0.23678427636202826,0.4865804535071672,0.0,1.0,0.0,0.0,1.0,1.0,2,1,0,0
-0.2973490338212997,-0.6957577153617328,1.5753366379871003,-1.729835463109751,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0
-0.6527680667998615,0.34154686733318396,-1.2257042068932176,-0.9926189570200021,1.0,0.0,0.0,0.0,1.0,1.0,2,1,1,0
-0.07649837998083087,-0.6957577153617328,0.5005367310351987,1.0171073303947586,0.0,1.0,0.0,1.0,0.0,2.0,1,1,1,0
